reference_id,ref_hotel_name,hotel_id,hotel_name,room_name,main_name,bedrooms_count,room_capacity,room_quality,room_quality_category,room_class,bedding_type,bedding_config,balcony,family_room,club_room,room_view,room_area_m2,room_area_sqft
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Junior Room,1 Queen Bed,NonSmoking",Jade Junior Room,,,junior,entry,room,1 queen bed,queen,,,,,,
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Partial Sea View,1 Double Bed,NonSmoking",Jade Room Partial Sea View,,,,,room,1 double bed,double,,,,sea_view,,
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Partial Sea View,2 Twin Beds,NonSmoking",Jade Room Partial Sea View,,,,,room,2 twin beds,twins,,,,sea_view,,
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Junior Room,1 Queen Bed,NonSmoking",Jade Junior Room,,,junior,entry,room,1 queen bed,queen,,,,,,
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Sea View,1 Double Bed,NonSmoking",Jade Room Sea View,,,,,room,1 double bed,double,,,,sea_view,,
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking",Spectacular Room,,,,,room,1 king bed,king,,,,city_view,,
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 2 Double Beds, City View,NonSmoking",Spectacular Room,,,,,room,2 double beds,doubles,,,,city_view,,
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking",Spectacular Room,,,,,room,1 king bed,king,,,,city_view,,
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 2 Double Beds, City View,NonSmoking",Spectacular Room,,,,,room,2 double beds,doubles,,,,city_view,,
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking",Spectacular Room,,,,,room,1 king bed,king,,,,city_view,,
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, 1 King Bed, Non Smoking",Deluxe Room,,,deluxe,high,room,1 king bed,king,,,,,,
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, Non Smoking (High Floor),1 King Bed",Deluxe Room,,,deluxe,high,room,1 king bed,king,,,,,,
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, Non Smoking (High Floor),2 Queen Beds",Deluxe Room,,,deluxe,high,room,2 queen beds,queens,,,,,,
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Junior Suite, 1 King Bed, Non Smoking, Balcony (BEVERLY HILLS)",Junior Suite,,,junior,entry,suite,1 king bed,king,1.0,,,,,
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Junior Suite, 2 Queen Beds, Non Smoking (BEVERLY HILLS)",Junior Suite,,,junior,entry,suite,2 queen beds,queens,,,,,,
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Villa, 1 King Bed, Ocean View (Pool),NonSmoking",Villa,,,,,villa,1 king bed,king,,,,ocean_view,,
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Bungalow, 1 King Bed (Beach),NonSmoking",Bungalow,,,,,bungalow,1 king bed,king,,,,,,
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Villa, 1 King Bed (Sunset Beach),NonSmoking",Villa,,,,,villa,1 king bed,king,,,,,,
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Suite, 1 King Bed (Sunset Beach),NonSmoking",Suite,,,,,suite,1 king bed,king,,,,,,
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Suite, 1 King Bed (Sunset Beach),NonSmoking",Suite,,,,,suite,1 king bed,king,,,,,,
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Panorama Pool Villa,1 King Bed,NonSmoking",Panorama Pool Villa,,,,,villa,1 king bed,king,,,,,,
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Panorama Pool Villa,1 King Bed,NonSmoking",Panorama Pool Villa,,,,,villa,1 king bed,king,,,,,,
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Ocean Front Pool Villa,1 King Bed,NonSmoking",Ocean Front Pool Villa,,,,,villa,1 king bed,king,,,,,,
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Ocean Front Pool Villa,1 King Bed,NonSmoking",Ocean Front Pool Villa,,,,,villa,1 king bed,king,,,,,,
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Pasyon Pool Villa,1 King Bed,NonSmoking",Pasyon Pool Villa,,,,,villa,1 king bed,king,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,STUDIO STANDARD,STUDIO STANDARD,,,standard,entry,studio,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,STUDIO STANDARD,STUDIO STANDARD,,,standard,entry,studio,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD,Room STANDARD,,,standard,entry,room,,,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,"Signature Room, 1 King Bed,NonSmoking",Signature Room,,,signature,ultimate,room,1 king bed,king,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,"Raffles, Club Room, 1 King Bed,NonSmoking",Raffles,,,club,very_high,room,1 king bed,king,,,1.0,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,"Signature Room, 1 King Bed,NonSmoking",Signature Room,,,signature,ultimate,room,1 king bed,king,,,,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,"Raffles, Club Room, 1 King Bed,NonSmoking",Raffles,,,club,very_high,room,1 king bed,king,,,1.0,,,
62,Raffles Prasiln,1243111,Raffles Prasiln,"Raffles, Club Twin Room, 2 Twin Beds,NonSmoking",Raffles,,2.0,club,very_high,room,2 twin beds,twins,,,,,,
63,"Mandarin Oriental, Singapur",1180579,"Mandarin Oriental, Singapur","Room, 1 King Bed with Sofa bed, Sea View,1 King Bed and 1 Twin Sofa Bed,NonSmoking",Room,,,,,room,1 king bed,king,,,,sea_view,,
63,"Mandarin Oriental, Singapur",1180579,"Mandarin Oriental, Singapur","Twin Room, Sea View,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Twin Room,,2.0,,,room,2 twin beds,twins,,,,sea_view,,
63,"Mandarin Oriental, Singapur",1180579,"Mandarin Oriental, Singapur","Room, 1 King Bed (Marina Bay View),NonSmoking",Room,,,,,room,1 king bed,king,,,,bay_view,,
63,"Mandarin Oriental, Singapur",1180579,"Mandarin Oriental, Singapur","Room, 1 King Bed with Sofa bed, Sea View,1 King Bed and 1 Twin Sofa Bed,NonSmoking",Room,,,,,room,1 king bed,king,,,,sea_view,,
63,"Mandarin Oriental, Singapur",1180579,"Mandarin Oriental, Singapur","Twin Room, Sea View,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Twin Room,,2.0,,,room,2 twin beds,twins,,,,sea_view,,
67,Ritz Carlton Phulay Bay,1213857,Ritz Carlton Phulay Bay,"Room, 1 King Bed with Sofa bed, Garden View,1 King Bed and 1 Double Sofa Bed,NonSmoking",Room,,,,,room,1 king bed,king,,,,garden_view,,
67,Ritz Carlton Phulay Bay,1213857,Ritz Carlton Phulay Bay,"Room, 1 King Bed with Sofa bed,1 King Bed and 1 Double Sofa Bed,NonSmoking",Room,,,,,room,1 king bed,king,,,,,,
67,Ritz Carlton Phulay Bay,1213857,Ritz Carlton Phulay Bay,"Villa, 1 Bedroom, Ocean View,1 King Bed and 1 Double Sofa Bed,NonSmoking",Villa,1.0,,,,villa,1 king bed,king,,,,ocean_view,,
67,Ritz Carlton Phulay Bay,1213857,Ritz Carlton Phulay Bay,"Villa, 1 Bedroom,1 King Bed and 1 Double Sofa Bed,NonSmoking",Villa,1.0,,,,villa,1 king bed,king,,,,,,
67,Ritz Carlton Phulay Bay,1213857,Ritz Carlton Phulay Bay,"Villa, 1 Bedroom, Sea View,1 Double Bed,NonSmoking",Villa,1.0,,,,villa,1 double bed,double,,,,sea_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya","Deluxe Room, 2 Twin Beds,NonSmoking",Deluxe Room,,,deluxe,high,room,2 twin beds,twins,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya","Deluxe Room, 1 King Bed,NonSmoking",Deluxe Room,,,deluxe,high,room,1 king bed,king,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya","Deluxe Room, 2 Twin Beds,NonSmoking",Deluxe Room,,,deluxe,high,room,2 twin beds,twins,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya","Premium Room, 1 King Bed, Garden View,NonSmoking",Premium Room,,,premium,high,room,1 king bed,king,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya","Premium Room, 2 Twin Beds, Garden View,NonSmoking",Premium Room,,,premium,high,room,2 twin beds,twins,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",DELUXE ROOM KING,DELUXE ROOM KING,,,deluxe,high,room,king,king,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",DELUXE ROOM TWIN,DELUXE ROOM TWIN,,2.0,deluxe,high,room,twin,twin,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM GARDEN VIEW KING,PREMIUM GARDEN VIEW KING,,,premium,high,other,king,king,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM GARDEN VIEW TWIN,PREMIUM GARDEN VIEW TWIN,,,premium,high,other,twin,twin,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",DELUXE ROOM KING,DELUXE ROOM KING,,,deluxe,high,room,king,king,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",DELUXE ROOM TWIN,DELUXE ROOM TWIN,,2.0,deluxe,high,room,twin,twin,,,,,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM SEA VIEW KING,PREMIUM SEA VIEW KING,,,premium,high,other,king,king,,,,sea_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM GARDEN VIEW KING,PREMIUM GARDEN VIEW KING,,,premium,high,other,king,king,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM GARDEN VIEW TWIN,PREMIUM GARDEN VIEW TWIN,,,premium,high,other,twin,twin,,,,garden_view,,
68,"Dusit Thani, Pattaya",1148838,"Dusit Thani, Pattaya",PREMIUM SEA VIEW KING,PREMIUM SEA VIEW KING,,,premium,high,other,king,king,,,,sea_view,,
70,Rosewood Phuket,1559963,Rosewood Phuket,"Room, 1 King Bed (Pool Pavillion),NonSmoking",Room,,,,,room,1 king bed,king,,,,,,
70,Rosewood Phuket,1559963,Rosewood Phuket,"Twin Room (Pool Pavillion),2 Twin Beds,NonSmoking",Twin Room (Pool Pavillion),,2.0,,,room,2 twin beds,twins,,,,,,
70,Rosewood Phuket,1559963,Rosewood Phuket,"Room, 1 King Bed (Pool Pavillion),NonSmoking",Room,,,,,room,1 king bed,king,,,,,,
70,Rosewood Phuket,1559963,Rosewood Phuket,"Twin Room (Pool Pavillion),2 Twin Beds,NonSmoking",Twin Room (Pool Pavillion),,2.0,,,room,2 twin beds,twins,,,,,,
70,Rosewood Phuket,1559963,Rosewood Phuket,"Room, 1 King Bed, Partial Ocean View (Pool Pavillion),NonSmoking",Room,,,,,room,1 king bed,king,,,,ocean_view,,
72,Six Senses Yao Noi,1137810,Six Senses Yao Noi,"Hideaway Pool Villa,1 King Bed,NonSmoking",Hideaway Pool Villa,,,,,villa,1 king bed,king,,,,,,
72,Six Senses Yao Noi,1137810,Six Senses Yao Noi,"Ocean Pool Villa,1 King Bed,NonSmoking",Ocean Pool Villa,,,,,villa,1 king bed,king,,,,,,
72,Six Senses Yao Noi,1137810,Six Senses Yao Noi,"Hideaway Two Bedroom Pool Villa,2 King Beds,NonSmoking",Hideaway Two Bedroom Pool Villa,2.0,,,,villa,king bed,king,,,,,,
72,Six Senses Yao Noi,1137810,Six Senses Yao Noi,"Ocean Deluxe Pool Villa,1 King Bed,NonSmoking",Ocean Deluxe Pool Villa,,,deluxe,high,villa,1 king bed,king,,,,,,
72,Six Senses Yao Noi,1137810,Six Senses Yao Noi,"Ocean Panorama Pool Villa,1 King Bed,NonSmoking",Ocean Panorama Pool Villa,,,,,villa,1 king bed,king,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room,1 Queen Bed and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,1 queen bed,queen,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,2 twin beds,twins,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Deluxe Room,1 King Bed and 1 Twin Sofa Bed,NonSmoking",Deluxe Room,,,deluxe,high,room,1 king bed,king,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Deluxe Room,2 Large Twin Beds and 1 Twin Sofa Bed,NonSmoking",Deluxe Room,,,deluxe,high,room,twin beds,twins,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room,1 Queen Bed and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,1 queen bed,queen,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,2 twin beds,twins,,,,,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room, Poolside,1 Double Bed and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,1 double bed,double,,,,pool_view,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room, Poolside,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,2 twin beds,twins,,,,pool_view,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room, Poolside,1 Double Bed and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,1 double bed,double,,,,pool_view,,
73,Gloria Serenity Resort,1140776,Gloria Serenity Resort,"Superior Room, Poolside,2 Twin Beds and 1 Twin Sofa Bed,NonSmoking",Superior Room,,,superior,enhanced,room,2 twin beds,twins,,,,pool_view,,
75,"Maxx Royal Belek Golf Resort, Belek",1360498,"Maxx Royal Belek Golf Resort, Belek","Suite Land,1 Double Bed,NonSmoking",Suite Land,,,,,suite,1 double bed,double,,,,,,
75,"Maxx Royal Belek Golf Resort, Belek",1360498,"Maxx Royal Belek Golf Resort, Belek","Suite Sea,1 Double Bed,NonSmoking",Suite Sea,,,,,suite,1 double bed,double,,,,,,
75,"Maxx Royal Belek Golf Resort, Belek",1360498,"Maxx Royal Belek Golf Resort, Belek","Suite Land,1 Double Bed,NonSmoking",Suite Land,,,,,suite,1 double bed,double,,,,,,
75,"Maxx Royal Belek Golf Resort, Belek",1360498,"Maxx Royal Belek Golf Resort, Belek","Suite Land 2+2,1 Double Bed,NonSmoking",Suite Land 2+2,,,,,suite,1 double bed,double,,,,,,
75,"Maxx Royal Belek Golf Resort, Belek",1360498,"Maxx Royal Belek Golf Resort, Belek","Suite Sea,1 Double Bed,NonSmoking",Suite Sea,,,,,suite,1 double bed,double,,,,,,
88,Four Seasons Resort Orlando at Walt Disney World Resort,1030291,Four Seasons Resort Orlando at Walt Disney World Resort,"Golden Oak View Room - Two Queen Beds,2 Queen Beds,NonSmoking",Golden Oak View Room - Two Queen Beds,,,,,room,two queen beds,queens,,,,,,
88,Four Seasons Resort Orlando at Walt Disney World Resort,1030291,Four Seasons Resort Orlando at Walt Disney World Resort,"Golden Oak View Room King,1 King Bed and 1 Queen Sofa Bed,NonSmoking",Golden Oak View Room King,,,,,room,1 king bed,king,,,,,,
88,Four Seasons Resort Orlando at Walt Disney World Resort,1030291,Four Seasons Resort Orlando at Walt Disney World Resort,"Golden Oak View Accessible Room King,1 King Bed,NonSmoking",Golden Oak View Accessible Room King,,,,,room,1 king bed,king,,,,,,
88,Four Seasons Resort Orlando at Walt Disney World Resort,1030291,Four Seasons Resort Orlando at Walt Disney World Resort,"Golden Oak View Room King,1 King Bed and 1 Queen Sofa Bed,NonSmoking",Golden Oak View Room King,,,,,room,1 king bed,king,,,,,,
88,Four Seasons Resort Orlando at Walt Disney World Resort,1030291,Four Seasons Resort Orlando at Walt Disney World Resort,"Golden Oak View Accessible Room King,1 King Bed,NonSmoking",Golden Oak View Accessible Room King,,,,,room,1 king bed,king,,,,,,
95,"The Abi d'Oru Hotel & Spa, Sardynia",1151263,"The Abi d'Oru Hotel & Spa, Sardynia","Classic double room hill side,1 Double Bed,NonSmoking",Classic double room hill side,,2.0,classic,entry,room,1 double bed,double,,,,,,
95,"The Abi d'Oru Hotel & Spa, Sardynia",1151263,"The Abi d'Oru Hotel & Spa, Sardynia","Classic double room hill side,1 Double Bed,NonSmoking",Classic double room hill side,,2.0,classic,entry,room,1 double bed,double,,,,,,
95,"The Abi d'Oru Hotel & Spa, Sardynia",1151263,"The Abi d'Oru Hotel & Spa, Sardynia","Garden Deluxe Triple, Ground Floor sea side,1 Double Bed and 1 Twin Sofa Bed,NonSmoking",Garden Deluxe Triple,,3.0,deluxe,high,other,1 double bed,double,,,,garden_view,,
95,"The Abi d'Oru Hotel & Spa, Sardynia",1151263,"The Abi d'Oru Hotel & Spa, Sardynia","Garden deluxe double ground floor,1 Double Bed,NonSmoking",Garden deluxe double ground floor,,,deluxe,high,other,1 double bed,double,,,,garden_view,,
95,"The Abi d'Oru Hotel & Spa, Sardynia",1151263,"The Abi d'Oru Hotel & Spa, Sardynia","Garden Deluxe Triple, Ground Floor sea side,1 Double Bed and 1 Twin Sofa Bed,NonSmoking",Garden Deluxe Triple,,3.0,deluxe,high,other,1 double bed,double,,,,garden_view,,
